X,Y,wmElementN,wmType,wmLatitude,wmLongitud,icon_url
-93.8467426865808,47.3361859045309,93C50445,Transformer,47.33628082280,-93.84673309330,./0.png
-93.8355950295204,47.3344752948554,"1708131099",Transformer,47.33456802370,-93.83558654790,./0.png
-93.8343871709969,47.3345953563327,"1723401395",Transformer,47.33469009400,-93.83437347410,./0.png
-93.8395000009177,47.3309650609523,"901144720",Transformer,47.33105850220,-93.83949279790,./0.png
-93.8490852274821,47.3330026796793,92J279179,Transformer,47.33309555050,-93.84907531740,./0.png
-93.8449178234262,47.3355727476797,"3608032507",Transformer,47.33566665650,-93.84490966800,./0.png
-93.6946926671556,47.35737455526,73TF046085,Transformer,47.35746765140,-93.69467926030,./0.png
-93.6957397654087,47.3574039160338,"91209483485",Transformer,47.35749816890,-93.69573211670,./0.png
-93.6969355217921,47.3587447726472,41Y4389682,Transformer,47.35884094240,-93.69692230220,./0.png
-93.6962815109691,47.3583023497472,43Z4963945,Transformer,47.35839843750,-93.69627380370,./0.png
-93.6969742349214,47.3595698429313,"50508030006",Transformer,47.35966491700,-93.69696044920,./0.png
-93.6976159886911,47.3600216089683,"4533",Transformer,47.36011505130,-93.69760894780,./0.png
-93.698998962318,47.3603296421798,"90407898348",Transformer,47.36042404170,-93.69898986820,./0.png
-93.700130944526,47.3604816701884,"80708562139",Transformer,47.36057662960,-93.70011901860,./0.png
-93.7083538731366,47.3837392721517,"40508033535",Transformer,47.38383483890,-93.70834350590,./0.png
-93.7087400844791,47.3824045855649,"2774682897",Transformer,47.38249969480,-93.70873260500,./0.png
-93.7084736838764,47.3830737467004,"761082068",Transformer,47.38316726680,-93.70846557620,./0.png
-93.7084808909726,47.3834211330929,"751024546",Transformer,47.38351440430,-93.70847320560,./0.png
-93.8825244751083,47.3368520058492,"40708477120",Transformer,47.33694458010,-93.88251495360,./0.png
-93.8855743276456,47.3397880424507,"051835",Transformer,47.33988189700,-93.88556671140,./0.png
-93.8810539595517,47.3349944405565,"50407828329",Transformer,47.33509063720,-93.88104248050,./0.png
-93.8814195306115,47.3357329941035,74TA038022,Transformer,47.33582687380,-93.88140869140,./0.png
-93.8780716344039,47.3337269348884,9I751037A,Transformer,47.33382034300,-93.87805938720,./0.png
-93.8422885049607,47.337941880757,"891061171",Transformer,47.33803558350,-93.84227752690,./0.png
-93.8483095256637,47.3372660569904,"50508036687",Transformer,47.33736038210,-93.84829711910,./0.png
-93.8492835394344,47.3369310895061,"5531",Transformer,47.33702468870,-93.84927368160,./0.png
-93.8558092326752,47.337409816821,"61109234380",Transformer,47.33750534060,-93.85579681400,./0.png
-93.8607766025677,47.3351424347877,6C754533D,Transformer,47.33523559570,-93.86076354980,./0.png
-93.8593065595811,47.3361163781637,"1011991",Transformer,47.33621215820,-93.85929870610,./0.png
-93.8644115389046,47.3363075160178,76A212244,Transformer,47.33640289310,-93.86440277100,./0.png
-93.8625673847887,47.3367222596479,"41811009112",Transformer,47.33681488040,-93.86255645750,./0.png
-93.8579148555782,47.3331533456055,19B5696557,Transformer,47.33324813840,-93.85790252690,./0.png
-93.9017098233005,47.3504312778029,"2616593094",Transformer,47.35052490230,-93.90170288090,./0.png
-93.9034724025365,47.3541307601935,"90808767776",Transformer,47.35422515870,-93.90346527100,./0.png
-93.9034722434987,47.3198688655152,70BG091107,Transformer,47.31996154790,-93.90346527100,./0.png
-93.9010716793656,47.317364331574,00A084809,Transformer,47.31745910640,-93.90106201170,./0.png
-93.9044478135244,47.3161235198049,77H543290,Transformer,47.31621932980,-93.90443420410,./0.png
-93.9013788236859,47.315185612917,"60508061609",Transformer,47.31528091430,-93.90136718750,./0.png
-93.9012804003821,47.3130149575879,"627924",Transformer,47.31311035160,-93.90126800540,./0.png
-93.9024216594562,47.3111260189019,"741060283",Transformer,47.31122207640,-93.90241241460,./0.png
-93.9028199740446,47.3103890780163,"4600815787",Transformer,47.31048202510,-93.90280914310,./0.png
-93.9036863951528,47.3103911771652,"0102018645",Transformer,47.31048583980,-93.90367889400,./0.png
-93.905218436005,47.3111324840096,71BH250121,Transformer,47.31122589110,-93.90521240230,./0.png
-93.9083322221487,47.3106786312824,"61510135755",Transformer,47.31077194210,-93.90832519530,./0.png
-93.9090345531531,47.3104638077077,"61510135750",Transformer,47.31055831910,-93.90902709960,./0.png
-93.9012491573986,47.3088479590102,"1932133191",Transformer,47.30894088750,-93.90123748780,./0.png
-93.8902098130373,47.308818721127,"32D275428",Transformer,47.30891418460,-93.89019775390,./0.png
-93.8908591886996,47.3078747161856,"2324311600",Transformer,47.30796813960,-93.89084625240,./0.png
-93.8913365424258,47.3120976620363,"61710721591",Transformer,47.31219100950,-93.89132690430,./0.png
-93.8770405251234,47.3158556943768,"1932193191",Transformer,47.31594848630,-93.87702941890,./0.png
-93.9012792139882,47.3058395728303,"761072850",Transformer,47.30593490600,-93.90126800540,./0.png
-93.9013951755837,47.3033409947677,"741060292",Transformer,47.30343627930,-93.90138244630,./0.png
-93.8999681136149,47.3018490640659,"0826021",Transformer,47.30194473270,-93.89995574950,./0.png
-93.9044783882089,47.2958662898917,"527601790",Transformer,47.29595947270,-93.90447235110,./0.png
-93.9109285386579,47.2923165294026,"42011811656",Transformer,47.29241180420,-93.91091918950,./0.png
-93.9129716204219,47.2904746185266,"02050013",Transformer,47.29056930540,-93.91296386720,./0.png
-93.9198557153452,47.2880598524169,"50007186994",Transformer,47.28815460210,-93.91984558110,./0.png
-93.928385905734,47.2835251694287,Q077425YSG,Transformer,47.28361892700,-93.92837524410,./0.png
-93.9368061489379,47.277832503963,"50007186985",Transformer,47.27792739870,-93.93679809570,./0.png
-93.9482776926507,47.2705865450056,"811004851",Transformer,47.27067947390,-93.94826507570,./0.png
-93.9371146219093,47.2767351314116,"2448312302",Transformer,47.27682876590,-93.93710327150,./0.png
-93.8960041222418,47.2810292948451,"1869033",Transformer,47.28112411500,-93.89599609380,./0.png
-93.9030058098846,47.2671297081706,"60508059717",Transformer,47.26722335820,-93.90299224850,./0.png
-93.9012867262699,47.2691850316257,"30107312810",Transformer,47.26927948000,-93.90127563480,./0.png
-93.9013255548133,47.2750590026638,"08260210",Transformer,47.27515411380,-93.90131378170,./0.png
-93.9013045338527,47.277778116612,"08260222",Transformer,47.27787399290,-93.90129852290,./0.png
-93.9024546838299,47.2769226512345,"1753061494",Transformer,47.27701568600,-93.90244293210,./0.png
-93.9074817767706,47.2665788583104,"07180229",Transformer,47.26667404170,-93.90747070310,./0.png
-93.9020659330228,47.2654006247019,"1723521395",Transformer,47.26549530030,-93.90205383300,./0.png
-93.9020140508584,47.2616331294202,11B5696377,Transformer,47.26172637940,-93.90200042720,./0.png
-93.8994362201047,47.2605087275411,"0625028",Transformer,47.26060485840,-93.89942932130,./0.png
-93.9027235212546,47.2568557040906,"0826029",Transformer,47.25695037840,-93.90270996090,./0.png
-93.9002633668532,47.2547118466326,"08260212",Transformer,47.25480651860,-93.90025329590,./0.png
-93.915095369669,47.2535972911831,"40708477145",Transformer,47.25369262700,-93.91508483890,./0.png
-93.9112633450894,47.2543701686573,740562X,Transformer,47.25446319580,-93.91125488280,./0.png
-93.8877007842984,47.251435550679,"81811142795",Transformer,47.25152969360,-93.88768768310,./0.png
-93.8926613134481,47.2516373327287,"41811009107",Transformer,47.25173187260,-93.89265441890,./0.png
-93.8928579202819,47.252076432759,"81811142819",Transformer,47.25217056270,-93.89284515380,./0.png
-93.8949667744128,47.2517666667089,"50708503259",Transformer,47.25186157230,-93.89495849610,./0.png
-93.8600230480571,47.2528509933372,94ND444060,Transformer,47.25294494630,-93.86001586910,./0.png
-93.8599077628585,47.2543696426449,"12299819",Transformer,47.25446319580,-93.85990142820,./0.png
-93.8608975241763,47.257163083311,"250865",Transformer,47.25725555420,-93.86088562010,./0.png
-93.8594872012171,47.2610575774967,"09190233",Transformer,47.26115036010,-93.85947418210,./0.png
-93.8574252260378,47.263997880421,34Z4742706,Transformer,47.26409149170,-93.85741424560,./0.png
-93.8660418657907,47.2675576606884,76A273915,Transformer,47.26765060420,-93.86603546140,./0.png
-93.8590227979055,47.2694304323389,"126151",Transformer,47.26952362060,-93.85901641850,./0.png
-93.8580514331393,47.2520932225505,"1217012",Transformer,47.25218582150,-93.85803985600,./0.png
-93.837762461222,47.2572770154251,26R1940014,Transformer,47.25736999510,-93.83775329590,./0.png
-93.8233780969852,47.2520317742224,"90808767760",Transformer,47.25212478640,-93.82336425780,./0.png
-93.8128127498576,47.2527079536025,77H554275,Transformer,47.25280380250,-93.81280517580,./0.png
-93.8139859862493,47.2511238102245,"1867211503",Transformer,47.25121688840,-93.81397247310,./0.png
-93.9165971625036,47.3209442111535,"51610365848",Transformer,47.32103729250,-93.91658782960,./0.png
-93.9269201212555,47.3213144919144,"41710660035",Transformer,47.32140731810,-93.92691040040,./0.png
-93.9231254126286,47.3204180583078,"50407830767",Transformer,47.32051086430,-93.92311859130,./0.png
-93.9219360539714,47.3190480905847,B1109320082,Transformer,47.31914138790,-93.92192840580,./0.png
-93.9228802574698,47.3186064258099,9E750361A,Transformer,47.31870269780,-93.92286682130,./0.png
-93.9240153117666,47.3173944779109,"2144.",Transformer,47.31748962400,-93.92400360110,./0.png
-93.9258926536917,47.3160701004498,84LE577012,Transformer,47.31616592410,-93.92588043210,./0.png
-93.9258990146419,47.3141167256194,"891051094",Transformer,47.31421279910,-93.92588806150,./0.png
-93.9253149690033,47.3148932861619,98NA022019,Transformer,47.31498718260,-93.92530822750,./0.png
-93.9290594600353,47.3140286743125,"1806324",Transformer,47.31412124630,-93.92904663090,./0.png
-93.9279644321995,47.3146546339278,71AK6140,Transformer,47.31475067140,-93.92795562740,./0.png
-93.9303994569713,47.3140067129705,72Z6023010,Transformer,47.31410217290,-93.93038940430,./0.png
-93.9340154087349,47.3148448001623,73TH006040,Transformer,47.31493759160,-93.93400573730,./0.png
-93.9235638272375,47.3109947086424,00J165231,Transformer,47.31108856200,-93.92355346680,./0.png
-93.9236230345361,47.3139969510126,"2050051994",Transformer,47.31409072880,-93.92361450200,./0.png
-93.9183176741466,47.3100664417406,77A240371,Transformer,47.31016159060,-93.91830444340,./0.png
-93.9152551682589,47.3112529116105,"50708503201",Transformer,47.31134796140,-93.91524505620,./0.png
-93.9310798296976,47.3234914924596,41B6017226,Transformer,47.32358551030,-93.93106842040,./0.png
-93.9307942954105,47.3229939361701,77A333321,Transformer,47.32308959960,-93.93078613280,./0.png
-93.9316921003926,47.3214946218982,"188027",Transformer,47.32159042360,-93.93167877200,./0.png
-93.9336346386452,47.3226070438009,"6160903",Transformer,47.32270050050,-93.93362426760,./0.png
-93.9331571922168,47.3194736966598,"80608318732",Transformer,47.31956863400,-93.93315124510,./0.png
-93.9345207148014,47.3213294591596,P925213YSF,Transformer,47.32142257690,-93.93450927730,./0.png
-93.9396040870221,47.3213818429302,P923934YSF,Transformer,47.32147598270,-93.93959808350,./0.png
-93.9336363955706,47.3210382856964,34A5365165,Transformer,47.32113265990,-93.93362426760,./0.png
-93.9337922901851,47.3173747503307,77J553190,Transformer,47.31747055050,-93.93378448490,./0.png
-93.9328194178733,47.3147567682512,"727132390",Transformer,47.31484985350,-93.93280792240,./0.png
-93.9339739598469,47.3151832166199,"80608315023",Transformer,47.31527709960,-93.93396759030,./0.png
-93.9834757565186,47.3237977818113,"1850141595",Transformer,47.32389068600,-93.98346710210,./0.png
-93.9641173369934,47.3220447468117,91J985027,Transformer,47.32213974000,-93.96411132810,./0.png
-93.9432502432713,47.3195010770245,"50508029991",Transformer,47.31959533690,-93.94323730470,./0.png
-93.9408327905888,47.3191860705304,"59907008210",Transformer,47.31927871700,-93.94082641600,./0.png
-93.9417187313382,47.319279701724,"60508047533",Transformer,47.31937408450,-93.94171142580,./0.png
-93.9392724368474,47.3189388654654,"50508029993",Transformer,47.31903457640,-93.93926239010,./0.png
-93.935437403078,47.3149188375989,"20007142989",Transformer,47.31501388550,-93.93542480470,./0.png
-93.9387393853959,47.3151019262047,"606418",Transformer,47.31519699100,-93.93872833250,./0.png
-93.9389091387013,47.3146261531499,11B5696360,Transformer,47.31472015380,-93.93889617920,./0.png
-93.9360927184769,47.3228358116325,76A284417,Transformer,47.32292938230,-93.93608093260,./0.png
-93.9369906902883,47.3234737569729,74TA071060,Transformer,47.32356643680,-93.93698120120,./0.png
-93.9380046824553,47.3235604942054,"80808761909",Transformer,47.32365417480,-93.93799591060,./0.png
-93.9382449164613,47.323582335837,"4060131020",Transformer,47.32367706300,-93.93823242190,./0.png
-93.9394889991613,47.3232738086303,"1895",Transformer,47.32336807250,-93.93947601320,./0.png
-93.9506178843338,47.3231113827829,91J985063,Transformer,47.32320404050,-93.95060729980,./0.png
-93.9360922389273,47.3240608022676,"058035",Transformer,47.32415390010,-93.93608093260,./0.png
-93.9374337659205,47.3247445478546,"2092792693",Transformer,47.32484054570,-93.93742370610,./0.png
-93.936377398947,47.3253263093717,79A136299,Transformer,47.32542037960,-93.93637084960,./0.png
-93.9337563059747,47.3256538096657,0211B54,Transformer,47.32574844360,-93.93374633790,./0.png
-93.9341498962033,47.3256866192711,"1943299",Transformer,47.32578277590,-93.93414306640,./0.png
-93.9341718818841,47.3260166145058,"068026",Transformer,47.32611083980,-93.93416595460,./0.png
-93.9350406351175,47.3249795117671,"80007233820",Transformer,47.32507324220,-93.93502807620,./0.png
-93.9358489282275,47.3249286793969,45A5534725,Transformer,47.32502365110,-93.93583679200,./0.png
-93.9358042992516,47.3258808321704,"1714712",Transformer,47.32597351070,-93.93579101560,./0.png
-93.9366213636207,47.3265875494737,0505B720,Transformer,47.32668304440,-93.93661499020,./0.png
-93.9381838400629,47.3267037138776,45A5534714,Transformer,47.32679748540,-93.93817138670,./0.png
-93.9388198895327,47.3263955119027,G2184402,Transformer,47.32648849490,-93.93881225590,./0.png
-93.9372598007879,47.3275766726374,74TA038019,Transformer,47.32767105100,-93.93724823000,./0.png
-93.9370718299797,47.3269746785664,G6868543,Transformer,47.32706832890,-93.93706512450,./0.png
-93.9394268861547,47.3256397671092,"4600931887",Transformer,47.32573318480,-93.93941497800,./0.png
-93.9382150036321,47.3280405091588,"12299818",Transformer,47.32813644410,-93.93820190430,./0.png
-93.9387654214336,47.3281361499478,30M1388231,Transformer,47.32823181150,-93.93875885010,./0.png
-93.9377372940551,47.3285595340356,77H536165,Transformer,47.32865524290,-93.93772888180,./0.png
-93.9395993331356,47.3301618253665,"1850431595",Transformer,47.33025741580,-93.93959045410,./0.png
-93.9404568015341,47.329557313985,"811010624",Transformer,47.32965087890,-93.94044494630,./0.png
-93.9400024600097,47.3302912814329,77H539074,Transformer,47.33038711550,-93.93999481200,./0.png
-93.9410718744309,47.3308128332761,"1245520793",Transformer,47.33090591430,-93.94106292720,./0.png
-93.9499046251744,47.3307169700055,C3542129,Transformer,47.33081054690,-93.94989776610,./0.png
-93.9456145895623,47.3316818345359,"392235",Transformer,47.33177566530,-93.94560241700,./0.png
-93.952588355782,47.3363369463658,"2450",Transformer,47.33642959590,-93.95257568360,./0.png
-93.9494146135201,47.3329099502989,"971059369",Transformer,47.33300399780,-93.94940185550,./0.png
-93.9499286233222,47.3329229104636,"2559253793",Transformer,47.33301544190,-93.94992065430,./0.png
-93.9499858039812,47.3333093100926,"1723541395",Transformer,47.33340454100,-93.94997406010,./0.png
-93.9500207901365,47.3349436895322,"2559313793",Transformer,47.33503723140,-93.95001220700,./0.png
-93.9500764316167,47.3355074800669,"3070453397",Transformer,47.33560180660,-93.95006561280,./0.png
-93.9487763597354,47.3364068408167,P913603YRE,Transformer,47.33650207520,-93.94876861570,./0.png
-93.9479906526489,47.3328740385477,"51209412520",Transformer,47.33296966550,-93.94798278810,./0.png
-93.9480416391188,47.333292587069,"1723801395",Transformer,47.33338546750,-93.94802856450,./0.png
-93.9466561376135,47.3329841535683,"1711261395",Transformer,47.33308029170,-93.94664764400,./0.png
-93.9466147632801,47.3333797005307,"1723721395",Transformer,47.33347320560,-93.94660186770,./0.png
-93.9461811608953,47.3342684005094,"1711131395",Transformer,47.33436203000,-93.94617462160,./0.png
-93.9467506060943,47.3340256577463,"861036022",Transformer,47.33412170410,-93.94673919680,./0.png
-93.9469414763562,47.3344308658317,"1723831395",Transformer,47.33452606200,-93.94692993160,./0.png
