X,Y,wmElementN,wmType,wmDeviceTy,wmDevice_1,wmDevice_2,wmDevice_3,wmLightTab,wmLightT_1,wmLatitude,wmLongitud,icon_url
-92.1050645034016,47.8171805145909,07-1-15927-F9,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.81727600100,-92.10504913330,./0.png
-92.0605663133334,47.8582780388169,07-1-15913-F10,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.85837173460,-92.06054687500,./0.png
-92.0938318048064,47.8298486535897,07-1-15926-F8,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.82994461060,-92.09381866460,./0.png
-92.0776826460028,47.8569274687565,07-1-15914-F6,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85702133180,-92.07766723630,./0.png
-92.1048969940107,47.8175643432951,07-1-15927-F7,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.81766128540,-92.10488128660,./0.png
-92.0071180347673,47.9099178137188,07-3-14528-F2,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.91001129150,-92.00710296630,./0.png
-92.0909074779238,47.8281111514598,07-1-15926-F7,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.82820510860,-92.09088897710,./0.png
-92.0727365902182,47.8568402069954,07-1-15914-F5,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85693359380,-92.07272338870,./0.png
-92.0804425743541,47.7953099446758,07-1-17202-F2,Device,Fuse,,,Fuse,12T,100 Amp Tube,47.79540634160,-92.08042907710,./0.png
-92.0958589297093,47.8329449171473,07-1-15922-F3,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.83303833010,-92.09584045410,./0.png
-92.0602711908023,47.8591198390089,07-1-15913-F9,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.85921478270,-92.06025695800,./0.png
-92.0937676585101,47.8299997917916,07-1-15926-F6,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.83009338380,-92.09375000000,./0.png
-92.2410408481226,47.8926504468291,07-1-14334-F2,Device,Fuse,Fuse,,,6T,100 Amp Tube,47.89274597170,-92.24102783200,./0.png
-92.1081545562153,47.8147794349801,07-1-15934-F11,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.81487274170,-92.10813903810,./0.png
-92.0966803169583,47.8477299124823,07-1-15915-F2,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.84782409670,-92.09666442870,./0.png
-92.0950803950541,47.8354489343171,07-1-15922-F2,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.83554458620,-92.09506225590,./0.png
-92.066271024969,47.8481613883745,07-1-15913-F8,Device,Fuse,,Fuse,,20T,100 Amp Tube,47.84825515750,-92.06625366210,./0.png
-92.031588972751,47.8673447228882,07-3-16007-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.86743927000,-92.03157043460,./0.png
-92.2402933911461,47.8943323516041,07-1-14334-F1,Device,Fuse,Fuse,,,6T,100 Amp Tube,47.89442825320,-92.24028015140,./0.png
-92.0623092758184,47.8523427521552,07-1-15913-F7,Device,Fuse,,Fuse,,20T,100 Amp Tube,47.85243988040,-92.06229400630,./0.png
-92.1096410476667,47.8116951886938,07-1-15934-F10,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.81179046630,-92.10962677000,./0.png
-92.0059643745964,47.9108094882672,07-3-14528-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.91090393070,-92.00595092770,./0.png
-92.1059901364929,47.815979752244,07-1-15927-F6,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.81607437130,-92.10597229000,./0.png
-92.0164389708121,47.8793825804925,07-3-16005-F3,Device,Fuse,,Fuse,,30T,100 Amp Tube,47.87947845460,-92.01641845700,./0.png
-92.0941531425649,47.8231444366727,07-1-15927-F5,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.82323837280,-92.09413909910,./0.png
-92.1086927648416,47.8152253466227,07-1-15934-F9,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.81531906130,-92.10867309570,./0.png
-92.0642073560394,47.8551085737698,07-1-15913-F6,Device,Fuse,,Fuse,,30T,100 Amp Tube,47.85520553590,-92.06419372560,./0.png
-92.0432397047472,47.8582476663362,07-3-16018-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85834121700,-92.04322052000,./0.png
-92.1669147913668,47.8733379711568,07-1-15907-F1,Device,Fuse,Fuse,,,10T,100 Amp Tube,47.87343215940,-92.16690063480,./0.png
-92.1067719544476,47.8135679952548,07-1-15934-F8,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.81366348270,-92.10675811770,./0.png
-92.0827948820768,47.85320875759,07-1-15914-F4,Device,Fuse,,,Fuse,30T,100 Amp Tube,47.85330581670,-92.08277893070,./0.png
-92.1043355637836,47.8186212889244,07-1-15927-F4,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.81871795650,-92.10431671140,./0.png
-92.0902515355509,47.8250143069621,07-1-15926-F5,Device,Fuse,,,Fuse,12T,100 Amp Tube,47.82511138920,-92.09023284910,./0.png
-92.1794268382846,47.8481663990187,07-1-15918-F2,Device,Fuse,,,Fuse,12T,100 Amp Tube,47.84826278690,-92.17941284180,./0.png
-92.0903889188187,47.8255244300803,07-1-15926-F4,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.82561874390,-92.09037017820,./0.png
-92.0616573253546,47.8232536288613,07-1-15925-F2,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.82334899900,-92.06163787840,./0.png
-92.0885088596694,47.8517047596614,07-1-15914-F3,Device,Fuse,,,Fuse,30T,100 Amp Tube,47.85179901120,-92.08849334720,./0.png
-92.1002686948658,47.8227024982145,07-1-15927-F3,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.82279586790,-92.10025024410,./0.png
-92.0896568553153,47.8518237592433,07-1-15914-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85191726680,-92.08963775630,./0.png
-92.0937465553752,47.8230791937883,07-1-15926-F3,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.82317352290,-92.09372711180,./0.png
-92.0976157623389,47.8221090667303,07-1-15927-F2,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.82220458980,-92.09759521480,./0.png
-92.0667692803721,47.8561341484258,07-1-15913-F5,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85622787480,-92.06674957280,./0.png
-92.1704589476073,47.8431269276953,07-1-15919-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.84322357180,-92.17044067380,./0.png
-92.1088844405242,47.8118266533226,07-1-15934-F7,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.81192016600,-92.10887146000,./0.png
-92.0793813690959,47.856339305479,07-1-15914-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85643386840,-92.07936096190,./0.png
-92.1975068031054,47.8924799939911,07-1-14336-F2,Device,Fuse,Fuse,,,10T,100 Amp Tube,47.89257431030,-92.19748687740,./0.png
-92.0619455418939,47.8551264143905,07-1-15913-F4,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85522079470,-92.06192779540,./0.png
-92.1708250866896,47.8471084505458,07-1-15918-F1,Device,Fuse,,,Fuse,12T,100 Amp Tube,47.84720230100,-92.17080688480,./0.png
-92.1137909668091,47.8087816530613,07-1-15934-F6,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.80887603760,-92.11377716060,./0.png
-92.0690721197602,47.8567689083346,07-1-15913-F3,Device,Fuse,,,Fuse,30T,100 Amp Tube,47.85686492920,-92.06905364990,./0.png
-92.0108556358156,47.8796193824545,07-3-16005-F2,Device,Fuse,,Fuse,,30T,100 Amp Tube,47.87971496580,-92.01084136960,./0.png
-92.1200625453258,47.8051881067236,07-1-15933-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,47.80528259280,-92.12004852290,./0.png
-92.0462209884251,47.8917963589158,07-3-14531-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,47.89189147950,-92.04620361330,./0.png
-92.0550162676558,47.8936497512849,07-3-14436-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,47.89374542240,-92.05500030520,./0.png
-92.1135864847073,47.8088215000064,07-1-15934-F5,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.80891799930,-92.11357116700,./0.png
-92.0965209765045,47.8463540176579,07-1-15915-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.84645080570,-92.09650421140,./0.png
-92.0273689414954,47.8922987025126,07-3-14532-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,47.89239501950,-92.02735137940,./0.png
-92.2085016698129,47.8930225600801,07-1-14335-F1,Device,Fuse,Fuse,,,10T,100 Amp Tube,47.89311981200,-92.20848846440,./0.png
-92.1061771453021,47.8057930535879,07-1-15934-F4,Device,Fuse,,Fuse,,12T,100 Amp Tube,47.80588912960,-92.10616302490,./0.png
-92.0829982619644,47.7946105019327,07-1-17202-F1,Device,Fuse,,,Fuse,12T,100 Amp Tube,47.79470443730,-92.08298492430,./0.png
-92.0542803773688,47.8539398343307,07-3-15913-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85403442380,-92.05426025390,./0.png
-92.0946838057852,47.8306141604798,07-1-15922-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.83070755000,-92.09466552730,./0.png
-92.0935070863784,47.8370444593976,07-1-15923-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.83713912960,-92.09349060060,./0.png
-92.0229348134341,47.8742378408319,07-3-16005-F1,Device,Fuse,,Fuse,,30T,100 Amp Tube,47.87433242800,-92.02291870120,./0.png
-92.0073209170156,47.8811094290883,07-3-16004-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.88120651250,-92.00730133060,./0.png
-92.1044034993537,47.8044215771138,07-1-15934-F3,Device,Fuse,,Fuse,,20T,100 Amp Tube,47.80451583860,-92.10438537600,./0.png
-92.1060420776177,47.8170099640214,07-1-15927-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.81710433960,-92.10602569580,./0.png
-92.0622138422494,47.8524502519656,07-1-15913-F2,Device,Fuse,,Fuse,,20T,100 Amp Tube,47.85254669190,-92.06219482420,./0.png
-91.9555382713551,47.8753979930137,07-3-16002-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.87549209590,-91.95552062990,./0.png
-92.1070298172235,47.8123523058406,07-1-15934-F2,Device,Fuse,,Fuse,,20T,100 Amp Tube,47.81244659420,-92.10700988770,./0.png
-92.0071683734603,47.884909975068,07-3-16004-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.88500595090,-92.00714874270,./0.png
-92.1580597366903,47.8411637911841,07-1-15920-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.84125900270,-92.15804290770,./0.png
-92.1099783830254,47.8010280143337,07-1-15934-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.80112457280,-92.10996246340,./0.png
-92.0714738978739,47.8568357149209,07-1-15913-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.85692977910,-92.07145690920,./0.png
-92.0579788191694,47.8539099703833,N7F1,Device,Fuse,Fuse,Fuse,Fuse,65E S,,47.85400390630,-92.05796051030,./0.png
-92.0153191675978,47.8922209474562,07-3-14532-R2,Device,OCR,,OCR,,70-4H,,47.89231491090,-92.01530456540,./0.png
-91.9931676309729,47.8838956566385,07-3-16004-R1,Device,Recloser,Recloser,,,50-4H,,47.88399124150,-91.99314880370,./0.png
-92.106436941467,47.8481393401593,07-1-15915-R2,Device,Recloser,,,Recloser,50-4H,,47.84823608400,-92.10642242430,./0.png
-92.0923560561773,47.8242833852896,07-1-15926-R2,Device,OCR,OCR,OCR,OCR,70-4H,,47.82437896730,-92.09233856200,./0.png
-92.1081901681344,47.8483144327937,07-1-15915-R1,Device,Recloser,Recloser,Recloser,Recloser,50-4H,,47.84841156010,-92.10817718510,./0.png
-92.08900681665,47.8268287867942,07-1-15926-R1,Device,Recloser,,,Recloser,50 H,,47.82692337040,-92.08898925780,./0.png
-92.0144938358673,47.8930666802723,07-3-14532-R1,Device,Recloser,Recloser,,,50 H,,47.89316177370,-92.01447296140,./0.png
-92.1592611947559,47.840851472325,07-1-15919-R1,Device,Recloser,Recloser,,,25-4H,,47.84094619750,-92.15924835210,./0.png
-92.0826988719974,47.8234338165935,07-1-15926-F9,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.82352828980,-92.08267974850,./0.png
-92.0969988263408,47.8493607629587,07-1-15915-F4,Device,Fuse,Fuse,Fuse,Fuse,30T,100 Amp Tube,47.84945678710,-92.09698486330,./0.png
-92.086458858605,47.8262718103733,07-1-15926-F2,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.82636642460,-92.08644104000,./0.png
-92.0616241869508,47.8256717592069,07-1-15925-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.82576751710,-92.06160736080,./0.png
-92.0837152208851,47.8257866397,07-1-15926-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.82588195800,-92.08370208740,./0.png
-92.6730592918896,47.8177454617041,13-3-15529-F7,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.81784057620,-92.67304229740,./0.png
-92.6610326692882,47.8609846579632,13-5-15508-F5,Device,Fuse,Fuse,,,50T,100 Amp Tube,47.86108016970,-92.66101837160,./0.png
-92.6972255181567,47.8178937386345,13-3-15530-F3,Device,Fuse,,,Fuse,8T,100 Amp Tube,47.81798934940,-92.69721221920,./0.png
-92.5481007332952,47.9654278051506,13-2-14106-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,47.96552276610,-92.54808807370,./0.png
-92.5330263566683,47.9692501319831,13-2-14105-F2,Device,Fuse,,,Fuse,15T,100 Amp Tube,47.96934509280,-92.53301239010,./0.png
-92.512320756075,47.9797313244054,13-2-12633-F2,Device,Fuse,,,Fuse,10T,100 Amp Tube,47.97982788090,-92.51230621340,./0.png
-92.5050581980153,47.9831046593816,13-2-12633-F3,Device,Fuse,,,Fuse,10T,100 Amp Tube,47.98320007320,-92.50504302980,./0.png
-92.5043774158705,47.983419853399,13-2-12633-F4,Device,Fuse,,,Fuse,10T,100 Amp Tube,47.98351669310,-92.50436401370,./0.png
-92.5438816539328,47.9604957457522,13-2-14108-F2,Device,Fuse,,,Fuse,12T,100 Amp Tube,47.96059036250,-92.54386901860,./0.png
-92.4809861481706,47.9634809114723,13-2-14102-F1,Device,Fuse,,,Fuse,10T,100 Amp Tube,47.96357727050,-92.48097229000,./0.png
-92.7762072200118,47.8331396982501,13-4-15428-F1,Device,Fuse,,,Fuse,12T,100 Amp Tube,47.83323669430,-92.77619171140,./0.png
-92.6858199179577,47.8603158304704,13-2-15518-F3,Device,Fuse,,,Fuse,30T,100 Amp Tube,47.86041259770,-92.68580627440,./0.png
-92.6915247119966,47.8518920233918,13-3-15518-F40,Device,Fuse,,,Fuse,25T,100 Amp Tube,47.85198593140,-92.69151306150,./0.png
-92.5153841428069,47.9783175873731,13-2-12633-F1,Device,Fuse,,,Fuse,10T,100 Amp Tube,47.97841262820,-92.51536560060,./0.png
-92.4775240906325,48.0001961567205,13-2-12626-F2,Device,Fuse,,,Fuse,6T,100 Amp Tube,48.00028991700,-92.47750854490,./0.png
-92.6856527788631,47.8652500692234,13-2-15507-F9,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.86534500120,-92.68563842770,./0.png
-92.6511032818429,47.9213926244239,13-2-14021-F4,Device,Fuse,Fuse,,,25T,100 Amp Tube,47.92148971560,-92.65108489990,./0.png
-92.6964522108077,47.8521608655808,13-3-15518-F2,Device,Fuse,Fuse,,,25T,100 Amp Tube,47.85225677490,-92.69643402100,./0.png
-92.8277129175956,47.9274576469474,13-1-13919-F5,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.92755126950,-92.82769775390,./0.png
-92.5984245605045,47.9593136372292,13-2-14011-F3,Device,Fuse,,,Fuse,12T,100 Amp Tube,47.95940780640,-92.59841156010,./0.png
-92.6380337502335,47.9964564877966,13-2-12528-F2,Device,Fuse,,Fuse,,12T,100 Amp Tube,47.99655151370,-92.63801574710,./0.png
-92.6257768712018,48.0063877435016,13-2-12522-F7,Device,Fuse,,Fuse,,12T,100 Amp Tube,48.00648498540,-92.62576293950,./0.png
-92.6248672305659,48.0069884735685,13-2-12522-F6,Device,Fuse,,Fuse,,12T,100 Amp Tube,48.00708389280,-92.62485504150,./0.png
-92.6242551451648,48.0076453978024,13-2-12522-F5,Device,Fuse,,Fuse,,12T,100 Amp Tube,48.00774002080,-92.62423706050,./0.png
-92.6618968115461,47.8462909226019,13-5-15520-F1,Device,Fuse,,Fuse,,30T,100 Amp Tube,47.84638595580,-92.66188049320,./0.png
-92.6401267665104,47.9190185456953,13-2-14028-F5,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.91911315920,-92.64011383060,./0.png
-92.6703058177327,47.9764650577635,13-2-14005-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,47.97656250000,-92.67028808590,./0.png
-92.6854496857718,47.8478685506743,13-3-15518-F41,Device,Fuse,Fuse,Fuse,Fuse,40T,100 Amp Tube,47.84796524050,-92.68543243410,./0.png
-92.6972625185295,47.8196827350831,13-3-15425-F1,Device,Fuse,,,Fuse,8T,100 Amp Tube,47.81977844240,-92.69725036620,./0.png
-92.7398984692773,47.8604348357369,13-4-15414-F4,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.86053085330,-92.73988342290,./0.png
-92.7399011767054,47.855058242867,13-4-15414-F2,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.85515213010,-92.73988342290,./0.png
-92.7399225862103,47.8508359365117,13-4-15414-F3,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.85093307500,-92.73990631100,./0.png
-92.6563568540882,47.9121885754874,13-2-14029-F4,Device,Fuse,Fuse,,,50T,100 Amp Tube,47.91228485110,-92.65634155270,./0.png
-92.6858497340165,47.8607686944238,13-2-15518-F2,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.86086273190,-92.68583679200,./0.png
-92.6470198622766,47.9555865741735,13-2-14009-F7,Device,Fuse,,,Fuse,30T,100 Amp Tube,47.95568084720,-92.64700317380,./0.png
-92.7176969719971,47.8625069392648,"2413",Device,Circuit Breaker,Circuit Breaker,Circuit Breaker,Circuit Breaker,651R-280-200 8/2 R/E,VIPER,47.86260223390,-92.71768188480,./0.png
-92.6594696257586,47.7990495712292,"2514",Device,Recloser,Recloser,Recloser,Recloser,3-560-280 3 E,WE,47.79914474490,-92.65945434570,./0.png
-92.6594473494742,47.7991936575262,"2114",Device,Circuit Breaker,Circuit Breaker,Circuit Breaker,Circuit Breaker,651R-280-140 8/2 R/E,VIPER,47.79928970340,-92.65943145750,./0.png
-92.7176556250509,47.8626165340034,"2513",Device,Circuit Breaker,Circuit Breaker,Circuit Breaker,Circuit Breaker,651R-280-200 8/2 R/E,VIPER,47.86271286010,-92.71764373780,./0.png
-92.7176962279535,47.8626440579612,"2113",Device,Circuit Breaker,Circuit Breaker,Circuit Breaker,Circuit Breaker,651R-280-200 8/2 R/E,ELASTIMOLD,47.86273956300,-92.71768188480,./0.png
-92.7176559224562,47.8625616865666,"2213",Device,Circuit Breaker,Circuit Breaker,Circuit Breaker,Circuit Breaker,651R-280-200 8/2 R/C,VIPER,47.86265563960,-92.71764373780,./0.png
-92.7176560713713,47.8625342628135,"2313",Device,Circuit Breaker,Circuit Breaker,Circuit Breaker,Circuit Breaker,651R-280-170 8/2 R/E,VIPER,47.86262893680,-92.71764373780,./0.png
-92.6593797549417,47.7991447596736,"2214",Device,Recloser,Recloser,Recloser,Recloser,3-280-140 8/2 R/E,WE,47.79924011230,-92.65936279300,./0.png
-92.6594463377635,47.7990402966886,13-3-16805-F2,Device,Fuse,Fuse,Fuse,Fuse,20T,100 Amp Tube,47.79913711550,-92.65943145750,./0.png
-92.6746550998281,47.815424836998,13-3-15531-F5,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.81552124020,-92.67463684080,./0.png
-92.6755224987849,47.9326746495092,13-2-14020-F13,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.93276977540,-92.67550659180,./0.png
-92.7441661667425,47.8622890273349,13-4-15415-F2,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.86238479610,-92.74414825440,./0.png
-92.7196125190955,47.862351992114,13-4-15414-F1,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.86244583130,-92.71959686280,./0.png
-92.5828115161583,47.9680970378476,13-2-14001-F2,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.96819305420,-92.58279418950,./0.png
-92.6734860782948,47.8172256033065,13-3-15532-F6,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.81732177730,-92.67346954350,./0.png
-92.664534836649,47.9468389838429,13-2-14017-F11,Device,Fuse,,,Fuse,30T,100 Amp Tube,47.94693374630,-92.66452026370,./0.png
-92.7887514176424,47.8626244571925,13-4-15408-F11,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.86272048950,-92.78873443600,./0.png
-92.6369173413035,47.9538082843402,13-2-14009-F6,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.95390319820,-92.63690185550,./0.png
-92.7706255662791,47.8619929581831,13-4-15416-F3,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.86208724980,-92.77061462400,./0.png
-92.6910360108093,47.860855730373,13-2-15507-F8,Device,Fuse,Fuse,Fuse,Fuse,50T,100 Amp Tube,47.86095047000,-92.69102478030,./0.png
-92.6596725562059,47.8961671081055,13-2-14032-F6,Device,Fuse,Fuse,,,50T,100 Amp Tube,47.89626312260,-92.65966033940,./0.png
-92.6295777879863,47.9536393986078,13-2-14010-F5,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.95373535160,-92.62956237790,./0.png
-92.6659528698371,47.9423627578493,13-2-14017-F10,Device,Fuse,,Fuse,,30T,100 Amp Tube,47.94245910640,-92.66593933110,./0.png
-92.6823201583714,47.8532002477882,13-3-15518-F39,Device,Fuse,Fuse,Fuse,Fuse,25T,100 Amp Tube,47.85329437260,-92.68230438230,./0.png
-92.7332790701496,47.8917791859062,13-1-15402-F1,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.89187622070,-92.73326110840,./0.png
-92.6496819336754,47.80275818297,13-3-16804-F1,Device,Fuse,,Fuse,,12T,100 Amp Tube,47.80285263060,-92.64966583250,./0.png
-92.4854922979925,48.0105854276619,13-2-12622-F1,Device,Fuse,,,Fuse,6T,100 Amp Tube,48.01068115230,-92.48547363280,./0.png
-92.79090526356,47.8626870571814,13-4-15408-F10,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.86278152470,-92.79089355470,./0.png
-92.7925406845728,47.8627320156682,13-4-15408-F9,Device,Fuse,Fuse,,,50T,100 Amp Tube,47.86282730100,-92.79252624510,./0.png
-92.6410942146969,47.9191067459463,13-2-14028-F4,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.91920089720,-92.64108276370,./0.png
-92.7125794589937,47.8602403295229,13-3-15413-F6,Device,Fuse,Fuse,,,40T,100 Amp Tube,47.86033630370,-92.71256256100,./0.png
-92.5923019055543,47.9658153402239,13-2-14002-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.96591186520,-92.59228515630,./0.png
-92.6730925392297,47.8172357031661,13-3-15532-F5,Device,Fuse,Fuse,,,20T,100 Amp Tube,47.81732940670,-92.67308044430,./0.png
-92.4664924134059,47.9498238585836,13-2-14111-F2,Device,Fuse,,,Fuse,6T,100 Amp Tube,47.94992065430,-92.46647644040,./0.png
-92.8295776222996,47.9605594353487,13-1-13812-F2,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.96065521240,-92.82956695560,./0.png
-92.7179941331315,47.8845506642924,13-1-15401-F3,Device,Fuse,Fuse,,,50T,100 Amp Tube,47.88464736940,-92.71797943120,./0.png
-92.7073303137166,47.8613419370104,13-5-15413-F1,Device,Fuse,Fuse,,,50T,100 Amp Tube,47.86143875120,-92.70731353760,./0.png
-92.6748820330142,47.8612195849753,13-5-15507-F5,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.86131668090,-92.67486572270,./0.png
-92.6747233587068,47.8238780474737,13-3-15529-F6,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.82397460940,-92.67470550540,./0.png
-92.6824370477909,47.8532157583908,13-3-15518-F38,Device,Fuse,,Fuse,,25T,100 Amp Tube,47.85330963130,-92.68241882320,./0.png
-92.693906701596,47.8611250759837,13-5-15507-F4,Device,Fuse,Fuse,Fuse,Fuse,50T,100 Amp Tube,47.86122131350,-92.69389343260,./0.png
-92.6398226118365,47.9187896769356,13-2-14028-F3,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.91888427730,-92.63980865480,./0.png
-92.6837005663464,47.8479549872376,13-3-15518-F37,Device,Fuse,,,Fuse,40T,100 Amp Tube,47.84804916380,-92.68368530270,./0.png
-92.6646666974978,47.9448101577302,13-2-14017-F9,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.94490432740,-92.66464996340,./0.png
-92.7271217235928,47.8628889100628,13-4-15411-F11,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.86298370360,-92.72710418700,./0.png
-92.6866019278408,47.8502480266108,13-3-15518-F36,Device,Fuse,Fuse,Fuse,Fuse,25T,100 Amp Tube,47.85034179690,-92.68658447270,./0.png
-92.6693994829409,47.9417377781344,13-2-14017-F8,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.94183349610,-92.66938781740,./0.png
-92.6583974513056,47.908379502985,13-2-14029-F3,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.90847396850,-92.65838623050,./0.png
-92.8247559006958,47.9264067967948,13-1-13919-F4,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.92650222780,-92.82474517820,./0.png
-92.6629325816741,47.991949409765,13-2-12532-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,47.99204635620,-92.66291809080,./0.png
-92.8288782337744,47.9501303959018,13-1-13907-F2,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.95022583010,-92.82886505130,./0.png
-92.6421366298381,47.9190413892889,13-2-14028-F2,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.91913604740,-92.64212036130,./0.png
-92.6841874828936,47.8693049285288,13-2-15507-F7,Device,Fuse,Fuse,,,50T,100 Amp Tube,47.86940002440,-92.68417358400,./0.png
-92.6730305628174,47.8182953347082,13-3-15529-F5,Device,Fuse,,,Fuse,20T,100 Amp Tube,47.81838989260,-92.67301940920,./0.png
-92.7766654306037,47.8620788352044,13-4-15416-F2,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.86217498780,-92.77664947510,./0.png
-92.7833664760378,47.8892939648816,13-4-15405-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.88938903810,-92.78335571290,./0.png
-92.8283397883626,47.9395102747235,13-1-13918-F3,Device,Fuse,,,Fuse,50T,100 Amp Tube,47.93960571290,-92.82832336430,./0.png
-92.6596776630225,47.8999766416268,13-2-14032-F5,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.90007019040,-92.65966033940,./0.png
-92.7187371638398,47.8636452515043,13-1-15412-F2,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.86373901370,-92.71871948240,./0.png
-92.7846991617265,47.8627538120813,13-4-15408-F7,Device,Fuse,Fuse,,,50T,100 Amp Tube,47.86285018920,-92.78468322750,./0.png
-92.7831514083895,47.8858919346276,13-4-15404-F3,Device,Fuse,Fuse,,,30T,100 Amp Tube,47.88598632810,-92.78313446040,./0.png
-92.809999569553,47.8619063291588,13-4-15418-F1,Device,Fuse,,Fuse,,50T,100 Amp Tube,47.86200332640,-92.80998229980,./0.png
